MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1020090|1|Expired|435000|||1416||23rd|Ave Ct||Greeley|Greeley|80634|Westview|Weld|10|9|5|3|1 Story/Ranch||Attached|1|Cameron|Heath|Greeley Central|Coldwell Banker Realty-NOCO|9706672707|Amy Ackerman|9703964809|8CBMC|153||1959|0|2544|2544|1356||1356||1188|Full Basement,90%+ Finished Basement|Washer/Dryer Hookups||Forced Air|3/4 Primary Bath||0.18|7800|RES||1893.98|2023|Ask about special financing options and loan programs for buyers with a low credit score! This charming Westview ranch offers 5 bedrooms and 3 bathrooms in 2,544 square feet of living space with SO many upgrades. The roof is less than 2 years old, the furnace and A/C are less than 1 year old, and there is new flooring in the basement and main floor bathrooms, fresh interior paint, and brand new kitchen appliances and disposal! On the main level, you'll find a spacious living area with a cozy fireplace, an upgraded kitchen, dedicated dining area, a primary bedroom with a completely remodeled ensuite, an additional full bathroom, and two additional bedrooms with real wood flooring throughout. The basement features another large living area with space for a rec room, two more bedrooms, a full bathroom, and a laundry area all with beautiful, newer LVP flooring and fresh paint. Outside, you'll enjoy a large, fenced backyard with an included shed, front and back sprinkler system, and plenty of space to entertain and play. No HOA, no metro taxes, and lots of off-street parking. Just minutes to Downtown, UNC, NCMC, schools, parks, shopping, and restaurants. 1-year First American home warranty included. Make this house your home today!||0|1||-104.71669|40.41675|2|Mar 07 2025 12:06AM|10/05/2024||||Cash,Conventional,FHA,VA|Private Owner|
1020091|1|Sold|350000|10/31/2024|358000|1836||31st|Ave||Greeley|Greeley|80634|Rolling Hill 3rd Add|Weld|10|9|4|2|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Sears Real Estate|9703307700|Brad Inhulsen|9705844144|1SEAR|5||1972|0|1924|1678|962||962||962|Full Basement,90%+ Finished Basement|Eat-in Kitchen|Masonry Fireplace,Single Fireplace|Forced Air|Shared Primary Bath||0.18|8000|RL||1643|2024|This 4-bedroom, 2-bathroom ranch home sits on a corner lot and comes with a 2-car garage. While it does need some work, the home is priced accordingly, making it an excellent opportunity for buyers looking to add their own touch. Seeking your next project, this property has great potential. The single-level living and spacious lot add even more appeal to this gem!||0|1||-104.73164|40.41046|1|Nov 13 2024 04:15AM|10/05/2024|PRMFC|Jazlyn|Walter|Cash,Conventional,FHA,VA|Private Owner|
1020315|1|Expired|345000|||1954||29th|Ave||Greeley|Greeley|80634|Cottonwood Creek|Weld|10|9|4|3|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|RE/MAX of Boulder, Inc|3034497000|Brad Clarkson|9703810505|BOUL|38|095912328090|1976|0|2694|2500|1347||1347||1347|Full Basement,75%+Finished Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Washer/Dryer Hookups,Wood Floors|2+ Fireplaces,Living Room Fireplace,Family/Recreation Room Fireplace|Forced Air|Full Primary Bath|Patio Home,Cottage/Bung,Legal, Conforming,Contemporary/Modern|0.05|1989|RES|525|1445|2022|||1|0||-104.73036|40.40759|2|Dec 10 2024 04:15AM|10/09/2024||||Cash,Conventional,FHA,VA|Private Owner|Monthly
1020480|1|Sold|435000|12/03/2024|435000|1960||24th|Ave||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|3|2|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|Hanzlicek Real Estate LLC|9703027975|Lynette Hanzlicek|9703027975|07568|54|0959124150016|1968|0|2808|2808|1404||1404||1404|90%+ Finished Basement|Separate Dining Room,Open Floor Plan|2+ Fireplaces,Living Room Fireplace|Forced Air|Shared Primary Bath||0.25|10716|SFR||1525|2023|Beautifully maintained brick ranch home in the Rolling Hills subdivision.  Features of this property include 3 bedrooms, 2 baths, Built in Office are in Basement, HUGE storage room (possible 4th bedroom) 2 car garage, storage shed, large east facing covered patio and a large lovely established yard with a dedicated garden area.  All appliances including clothes washer and dryer make this home ready to move into.  Close to hospital, shopping, gyms, restaurants and Cottonwood Park.||0|0||-104.71763|40.40704|2|Dec 04 2024 06:15AM|10/11/2024|1SEAR|Brad|Inhulsen|Cash,Conventional,FHA,VA|Private Owner|
1020801|1|Sold|434900|12/04/2024|438500|5417|W|16th|St Ln||Greeley|Greeley|80634|Country Club West|Weld|10|10|3|3|Four-Level||Attached|3|Monfort|Heath|Greeley Central|Sears Real Estate|9703307700|Steve Baker|9703020879|1SEAR|49||2000|0|2125|1616|1616|390|510|716|509|Partial Basement,Unfinished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Bay or Bow Window|Gas Fireplace,Gas Logs Included|Forced Air|Full Primary Bath,5 Piece Primary Bath|Contemporary/Modern|0.15|6500|RL||1946|2023|This is the one!  Lovely Country Club West 4-level with three bedrooms, three baths and an unfinished basement for room to grow!  Vaulted ceilings, updated kitchen with granite counters, family room with gas fireplace, central air, vinyl-sided with brick, 3-car garage, south facing lot, fully xeriscaped front yard, fully fenced backyard with sprinkler system and patio.  NO HOA!  Don't miss it!||1|0||-104.770235|40.411974|2|Dec 06 2024 09:03AM|10/17/2024|1RMFG|Morgan|Phillips|Cash,Conventional,FHA,VA|Private Owner|
1020871|2|Expired|399000|||1771||35th|Ave Pl||Greeley|Greeley|80634|Rangeview Commons|Weld|10|10|3|3|2 Story||Attached|2|Scott|Franklin|Greeley West|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|40||2018|0|2782|2782|1621||1621||1161|Full Basement,Unfinished Basement|Eat-in Kitchen,Open Floor Plan,Pantry,Walk-in Closet||Forced Air|3/4 Primary Bath||0.05|1980|R-E|225|1783|2023|Welcome to 1771 35th Avenue Place, where elegance meets convenience in this charming townhome. Designed for minimal maintenance, this home offers the perfect blend of comfort and practicality. Step inside to a main floor that boasts a spacious primary bedroom, complete with a luxurious step-in shower and an expansive walk-in closet. Enjoy the ease of main floor laundry and delight in the large kitchen, featuring ample storage and plenty of room for all your culinary adventures.Upstairs, discover two additional bedrooms. The unfinished basement provides a fantastic opportunity for future expansion, allowing you to transform this home into a 4-bedroom, 4-bathroom haven. The backyard is ready to be fenced in, offering a private retreat for relaxation or entertaining.Located in a vibrant community, this townhome is close to shopping centers, well-established neighborhoods, parks, and trails, making it ideal for those who love convenience and outdoor activities. To top it all off, the low-cost HOA takes care of trash service, snow removal, lawn maintenance, and exterior water ensuring you have more time to enjoy the finer things in life.||1|1|Condo,Townhome|-104.735921|40.411513|1|Nov 26 2025 04:15AM|10/18/2024||||Cash,Conventional,FHA,VA|Private Owner|Monthly
1021078|1|Sold|434000|02/19/2025|408994|1601||27th|Ave||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|5|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley West|Realty One Group Fourpoints CO|9705735880|Manuel Puente|9705186601|ROGFC|83||1969|0|2576|2576|1274||1302||1274|75%+Finished Basement||Living Room Fireplace|Forced Air|3/4 Primary Bath||0.33|14450|R||2163|2023|Here is a Fantastic opportunity in the sought-after Rolling Hills subdivision! Nestled on a corner lot on a CUL-DE-SAC! Assumable interest rate (FHA Loan) You'll love the ample concrete pad added in 2020-perfect for extra parking, RV storage, or recreational vehicles-and the fact that there's NO HOA to worry about! Located near the newly built Greeley West High School, this home is priced to sell and needs some TLC in the basement to make it shine! Don't miss out on this opportunity to own in a prime location-schedule your showing today! The backyard CAN be an entertainer's dream with a Trex deck and new fencing installed in 2020. A sprinkler system makes yard maintenance easy, and the exterior of the home has been freshly painted (2020). Electric space heater in garage. 220V Outlet hookup in garage. Window getting replaced in bedroom 3. The roof was updated in 2021, and there's a shed (2019) for additional storage. Inside, the home is ready for your personal touch! The kitchen cabinets were updated in 2018, and the flooring is less than 10 years old. Windows were replaced in 2016, and major systems like the AC and furnace are only a few years old (2019). The appliances are from 2017, offering peace of mind for years to come.||0|2||-104.72263|40.41448|1|Feb 26 2025 07:33PM|10/22/2024|COOP|Non-IRES|Agent|Cash,Conventional,FHA,VA|Private Owner|
1021495|1|Sold|417500|01/17/2025|417500|5303|W|11th|St Rd||Greeley|Greeley|80634|Villa Serena|Weld|10|10|4|4|1 Story/Ranch||Attached|2|Monfort|Heath|Greeley Central|8z Real Estate|3035433083|Tabatha McClure|2143153724|8ZRE|80||1998|0|2502|2502|1251||1251||1251|Full Basement|Cathedral/Vaulted Ceilings,Open Floor Plan,Wood Floors|Gas Fireplace|Forced Air|3/4 Primary Bath,Luxury Features Primary Bath|Patio Home|0.11|4582|SFR|200|1988|2023|**This incredible home has an assumable VA loan** Welcome to your ideal low-maintenance ranch-style patio home, perfectly situated in the heart of Greeley! This charming residence features an open floor plan that seamlessly connects the living, dining, and kitchen areas, making it perfect for entertaining or relaxing with family. Step outside to discover a fantastic backyard, ideal for outdoor gatherings, gardening, or simply unwinding in the fresh air. The finished basement provides additional living space, perfect for a home theater, gym, or guest suite, along with plenty of storage options throughout the home. Enjoy the convenience of a great location, close to shopping, dining, and parks. This property offers the perfect blend of comfort and accessibility-don't miss out on making it your own!||0|2||-104.76999|40.41929|2|Jan 17 2026 04:15AM|10/28/2024|EXPRE|Thomas|Hoffner|Cash,Conventional,FHA,VA|Private Owner|Monthly
1021557|1|Expired|412000|||3001|W|12th|St||Greeley|Greeley|80634|Wilshire|Weld|10|9|3|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|212||1960|0|2160|1580|1080||1080||1080|Full Basement,50%+Finished Basement|Separate Dining Room,Washer/Dryer Hookups,Wood Floors||Forced Air|Full Primary Bath||0.16|7081|RES||1567|2023|Welcome to 3001 12th St- the beautifully updated, all brick ranch gem of Greeley. Natural light and freshly refinished hardwood floors welcome you into the charming, yet modern, home. The main floor holds two bedrooms, a separate dining space and perfectly updated kitchen with granite countertops, gas range, and modernized cabinets; the main floor bath has top quality finishes to match. The basement offers a 3/4 bath, along with a third bedroom and an unfinished rec room/family room space ready for your personal touch. The backyard is ideal for entertaining or relaxing. To top it off: a 1 car garage, an extended driveway available for RV/boat parking and no HOA or metro district. Welcome home!||0|1||-104.72851|40.42034|1|May 31 2025 12:12AM|10/31/2024||||Cash,Conventional,FHA,VA,1031 Exchange|Private Owner|
1021798|1|Expired|425000|||2713||19th|St Rd||Greeley|Greeley|80634|ROLLING HILLS 3RD ADD|Weld|10|9|6|3|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|McComb Realty Service|9703533200|Katie Ford|7196612653|1MCCO|362||1973|0|2152|1650|1076||1076||1076|Full Basement|Separate Dining Room,Washer/Dryer Hookups|Freestanding Fireplace,Basement Fireplace|Forced Air|3/4 Primary Bath|Cottage/Bung|0.21|9148|RES||1735|2023|This wonderful brick home has 2152 square foot to offer.  It has 3 bedrooms 3 bathrooms and 3 more bedrooms in the basement, 2 bedrooms are non conforming due to window.  The large rec room has a wood burning stove.  Outside has a wonderful patio and extra places to park.||0|2||-104.72657|40.40848|1|Nov 02 2025 12:06AM|11/05/2024||||Cash,Conventional,FHA,VA|Private Owner|
1022105|1|Sold|389900|01/02/2025|399000|518||37th|Ave||Greeley|Greeley|80634|Edwards Homes|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|53||1971|0|2160|1824|1080||1080||1080|Full Basement,90%+ Finished Basement|Separate Dining Room,Washer/Dryer Hookups|Re-circulating Fireplace,Family/Recreation Room Fireplace,Basement Fireplace|Forced Air,Wood Stove|Full Primary Bath||0.16|7150|RES||1634|2023|Introducing the best investment opportunity in Greeley: a rental to add to your portfolio or the perfect home to make your own. This 5 bed, 3 bath ranch style home offers a finished basement, attached 2 car garage and a fully fenced backyard waiting for your personal touches. The convenient yet quiet location gives you easy access to shops, restaurants and schools. Whether you're an investor looking for a rental with tenants in place, a first time buyer on the hunt for an affordable start to homeownership, or anywhere in between, your search ends at 518 37th Avenue.||0|2||-104.73886|40.4283|1|Jan 02 2026 04:15AM|11/11/2024|M5260|Alexis|Daugherty|Cash,Conventional,FHA,VA|Private Owner|
1022267|1|Sold|365000|12/23/2024|381000|1608||33rd|Ave||Greeley|Greeley|80634|Woodbriar|Weld|10|9|4|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley West|Compass - Boulder|3034875472|Kelly McBartlett|9705410571|CBR02|40||1971|0|2016|2016|1008||1008||1008|Full Basement,90%+ Finished Basement,Slab|Open Floor Plan,Washer/Dryer Hookups||Forced Air|3/4 Primary Bath|Legal, Conforming|0.2|8800|RES||1,778|2023|Welcome to 1608 33rd Avenue in Central Greeley-a home that's as charming as it is functional.. This 4-bedroom, 3-bathroom gem sprawls across 2,014 square feet of living space, with a large 8800 sq ft lot and 2 car attached garage, this home offers plenty of room for you and your entourage. Step inside to discover luxury vinyl flooring that graces the living room, dining room, and kitchen, making maintenance a breeze and leveling up the look and vibe of the space. The kitchen is perfect for culinary adventures, whether you're a gourmet chef or a microwave maestro with stainless steel appliances, island and white cabinets. Need a cool retreat? The air conditioning has you covered. And for those chilly Colorado nights, the forced air heating will keep you toasty. The attached garage is perfect for your car or your collection of "I'll-fix-it-someday" projects. The basement offers additional space-ideal for a home gym, office, or the ultimate game room. Outside, the common outdoor space is perfect for soaking up the sun or stargazing. Conveniently close to Northern Colorado Medical Center and Bittersweet Park, this home is a smart choice for those who appreciate a blend of convenience and character. Don't miss your chance to make it yours! This home is being sold as-is, with all faults. Inspection report and property disclosures are available.||0|1||-104.731822|40.414195|2|Dec 23 2025 04:15AM|11/14/2024|EXPRE|Damariz|Medrano Ramirez|Cash,Conventional,VA|Other Owner|
